IDRC Kenya,,Project: ,,,,,,,,,
09-May-2019,,Created : ,,,,,,,,,
Process ID,Sample ID,Sample ID,Order,Genus,Species,Subspecies,Country/Ocean,Exact Site,Lat,Lon,Elev
KINS2940-12,14389-LeptB02,14389-LeptB02,Ephemeroptera,,,,Kenya,Ikuywa Tonna,0.212,34.924,1570.96
KINS3399-13,14675-LestA04,14675-LestA04,Odonata,Lestes,,,Kenya,KEEP snake park,0.252,34.92,1614.17
KINS2559-11,NRB 1110,NRB 1110,Odonata,Lestes,,,Kenya,New Muthaiga,,,
KINS3400-13,14675-LestA05,14675-LestA05,Odonata,Lestes,,,Kenya,KEEP snake park,0.252,34.92,1614.17
KINS3401-13,14675-LestA06,14675-LestA06,Odonata,Lestes,,,Kenya,KEEP snake park,0.252,34.92,1614.17
KINS3402-13,14675-LestB10,14675-LestB10,Odonata,Lestes,,,Kenya,Choka in the field,0.212,34.924,1570.43
KINS3181-12,NMK-ENTO 1921,NMK-ENTO 1921,Hemiptera,Lethaeus,Lethaeus africanus,,Kenya,Mchelelo,-1.5259,40.082,
KINS2304-11,13672-LespH9,13672-LespH9,Hemiptera,Lethocerus,,,Kenya,,,,
KINS254-10,LespF06,LespF06,Hemiptera,Lethocerus,Lethocerus sp.,,Kenya,Amboseli Kenya,-2.667,37.283,1136
KINS5008-13,14048-T H1898,14048-T H1898,Fabales,Leucaena,Leucaena leucocephala,,Kenya,Kipusi,3.478,38.379,886
KINS5010-13,14048-T H1901,14048-T H1901,Fabales,Leucaena,Leucaena leucocephala,,Kenya,Kipusi,3.478,38.379,886
KINS5011-13,14048-T H1902,14048-T H1902,Fabales,Leucaena,Leucaena leucocephala,,Kenya,Kipusi,3.478,38.379,886
KINS5030-13,14048-T H1999,14048-T H1999,Fabales,Leucaena,Leucaena leucocephala,,Kenya,Kipusi,3.478,38.379,886
KINS5009-13,14048-T H1900,14048-T H1900,Fabales,Leucaena,Leucaena leucocephala,,Kenya,Kipusi,3.478,38.379,886
KINS3963-13,14409-LibeG01,14409-LibeG01,Odonata,,,,Kenya,Ikuywa,0.206964,34.7726,5213
KINS3824-13,14412-LibeC05,14412-LibeC05,Odonata,,,,Kenya,KEEP Snake Park,0.226,34.858,5143
KINS4229-13,14410-LibeE06,14410-LibeE06,Odonata,,,,Kenya,KEEP Snake Park,0.226,34.858,5143
KINS3900-13,14409-LestA10,14409-LestA10,Odonata,,,,Kenya,Choka,0.228,34.963,1643.49
KINS3901-13,14409-LestA11,14409-LestA11,Odonata,,,,Kenya,Ikuywa,0.206964,34.7726,5213
KINS3902-13,14409-LestA12,14409-LestA12,Odonata,,,,Kenya,Ikuywa,0.206964,34.7726,5213
KINS3853-13,14412-LibeE10,14412-LibeE10,Odonata,,,,Kenya,KEEP Snake Park,0.226,34.858,5143
KINS3847-13,14412-LibeE04,14412-LibeE04,Odonata,,,,Kenya,KEEP Snake Park,0.226,34.858,5143
KINS3854-13,14412-LibeE11,14412-LibeE11,Odonata,,,,Kenya,KEEP Snake Park,0.226,34.858,5143
KINS3982-13,14409-LibeH08,14409-LibeH08,Odonata,,,,Kenya,Litala,0.252,34.92,1626
KINS3855-13,14412-LibeE12,14412-LibeE12,Odonata,,,,Kenya,KEEP Snake Park,0.226,34.858,5143
KINS3825-13,14412-LibeC06,14412-LibeC06,Odonata,,,,Kenya,KEEP Snake Park,0.226,34.858,5143
KINS4228-13,14410-LibeE05,14410-LibeE05,Odonata,,,,Kenya,KEEP Snake Park,0.226,34.858,5143
KINS3962-13,14409-LibeF12,14409-LibeF12,Odonata,,,,Kenya,Ikuywa,0.206964,34.7726,5213
KINS2570-11,TT 010,TT 010,Hemiptera,Locris,Locris areata,,Kenya,Makandenyi,,,
KINS1752-11,08674-LoarD10,08674-LoarD10,Hemiptera,Locris,Locris arithmetica,,Kenya,,-0.024,37.906,807
KINS3175-12,NMK-ENTO 1915,NMK-ENTO 1915,Hemiptera,Locris,Locris auripennis,,Kenya,Kaditonge,,,
KINS3174-12,NMK-ENTO 1914,NMK-ENTO 1914,Hemiptera,Locris,Locris auripennis,,Kenya,Kobala,,,
KINS3176-12,NMK-ENTO 1916,NMK-ENTO 1916,Hemiptera,Locris,Locris auripennis,,Kenya,Kaditonge,,,
KINS3173-12,NMK-ENTO 1913,NMK-ENTO 1913,Hemiptera,Locris,Locris auripennis,,Kenya,Kobala,,,
KINS3177-12,NMK-ENTO 1917,NMK-ENTO 1917,Hemiptera,Locris,Locris auripennis,,Kenya,Kaditonge,,,
KINS2571-11,TT 011,TT 011,Hemiptera,Locris,Locris orientalis,,Kenya,Makandenyi,,,
KINS029-10,LomiC05,LomiC05,Orthoptera,Locusta,Locusta migratoria,,Kenya,Insectary Icipe,-1.221,36.897,1604
KINS030-10,LomiC06,LomiC06,Orthoptera,Locusta,Locusta migratoria,,Kenya,Insectary Icipe,-1.221,36.897,1604
KINS028-10,LomiC04,LomiC04,Orthoptera,Locusta,Locusta migratoria,,Kenya,Insectary Icipe,-1.221,36.897,1604
KINS026-10,LomiC02,LomiC02,Orthoptera,Locusta,Locusta migratoria,,Kenya,Insectary Icipe,-1.221,36.897,1604
KINS027-10,LomiC03,LomiC03,Orthoptera,Locusta,Locusta migratoria,,Kenya,Insectary Icipe,-1.221,36.897,1604
KINS5610-14,19673LycA1,19673LycA1,Coleoptera,,,,Kenya,Funzi island,-4.585,39.439,2
KINS4049-13,14383-LygaF04,14383-LygaF04,Hemiptera,,,,Kenya,Fabian`s House,-1.245,36.83,5505
KINS3336-13,14667-NMK-ENTO 3024,14667-NMK-ENTO 3024,Hemiptera,,,,Kenya,Funzi Island,-4.33,39.25,
KINS3335-13,14667-NMK-ENTO 3023,14667-NMK-ENTO 3023,Hemiptera,,,,Kenya,Funzi Island,-4.33,39.25,
KINS3334-13,14667-NMK-ENTO 3022,14667-NMK-ENTO 3022,Hemiptera,,,,Kenya,Funzi Island,-4.33,39.25,
KINS3333-13,14667-NMK-ENTO 3021,14667-NMK-ENTO 3021,Hemiptera,,,,Kenya,Funzi Island,-4.33,39.25,
KINS3332-13,14667-NMK-ENTO 3020,14667-NMK-ENTO 3020,Hemiptera,,,,Kenya,Funzi Island,-4.33,39.25,
KINS4045-13,14383-LygaE12,14383-LygaE12,Hemiptera,,,,Kenya,Fabian`s House,-1.245,36.83,5505
KINS4046-13,14383-LygaF01,14383-LygaF01,Hemiptera,,,,Kenya,Fabian`s House,-1.245,36.83,5505
KINS4047-13,14383-LygaF02,14383-LygaF02,Hemiptera,,,,Kenya,Fabian`s House,-1.245,36.83,5505
KINS4048-13,14383-LygaF03,14383-LygaF03,Hemiptera,,,,Kenya,Fabian`s House,-1.245,36.83,5505
KINS3182-12,NMK-ENTO 1922,NMK-ENTO 1922,Hemiptera,,,,Kenya,Mchelelo,-1.5259,40.082,
KINS3183-12,NMK-ENTO 1923,NMK-ENTO 1923,Hemiptera,,,,Kenya,Mchelelo,-1.5259,40.082,
KINS4867-13,14041-T H 1664,14041-T H 1664,Proteales,Macadamia,Macadamia tetraphylla,,Kenya,Makandenyi,3.382,38.343,1658
KINS4866-13,14041-T H 1663,14041-T H 1663,Proteales,Macadamia,Macadamia tetraphylla,,Kenya,Makandenyi,3.382,38.343,1658
KINS4868-13,14041-T H 1665,14041-T H 1665,Proteales,Macadamia,Macadamia tetraphylla,,Kenya,Makandenyi,3.382,38.343,1651
KINS4869-13,14041-T H 1666,14041-T H 1666,Proteales,Macadamia,Macadamia tetraphylla,,Kenya,Makandenyi,3.382,38.343,1651
KINS4870-13,14041-T H 1667,14041-T H 1667,Proteales,Macadamia,Macadamia tetraphylla,,Kenya,Makandenyi,3.382,38.343,1651
KINS3254-12,NMK-ENTO 2006,NMK-ENTO 2006,Hemiptera,Macroscytus,,,Kenya,Mchelelo,-1.5259,40.082,
KINS3257-12,NMK-ENTO 2014,NMK-ENTO 2014,Hemiptera,Macroscytus,Macroscytus sp.,,Kenya,Mchelelo,-1.5259,40.082,
KINS3259-12,NMK-ENTO 2016,NMK-ENTO 2016,Hemiptera,Macroscytus,Macroscytus sp.,,Kenya,Mchelelo,-1.5259,40.082,
KINS3258-12,NMK-ENTO 2015,NMK-ENTO 2015,Hemiptera,Macroscytus,Macroscytus sp.,,Kenya,Mchelelo,-1.5259,40.082,
KINS3778-13,14676-MarcG06,14676-MarcG06,Blattodea,Macrotermes,,,Kenya,R&D Complex,-1.228,36.9057,5212
KINS3774-13,14676-MarcG02,14676-MarcG02,Blattodea,Macrotermes,,,Kenya,R&D Complex,-1.228,36.9057,5212
KINS3775-13,14676-MarcG03,14676-MarcG03,Blattodea,Macrotermes,,,Kenya,R&D Complex,-1.228,36.9057,5212
KINS3776-13,14676-MarcG04,14676-MarcG04,Blattodea,Macrotermes,,,Kenya,R&D Complex,-1.228,36.9057,5212
KINS3777-13,14676-MarcG05,14676-MarcG05,Blattodea,Macrotermes,,,Kenya,R&D Complex,-1.228,36.9057,5212
KINS2986-12,NMK-ENTO 1706,NMK-ENTO 1706,Orthoptera,Manomia,Manomia alca,,Kenya,Vulia,-3.4067,38.2977,
KINS2985-12,NMK-ENTO 1705,NMK-ENTO 1705,Orthoptera,Manomia,Manomia alca,,Kenya,Vulia,-3.4067,38.2977,
KINS366-10,MantG12,MantG12,Mantodea,,,,Kenya,Kasarani Kise,,,
KINS360-10,MantiG06,MantiG06,Mantodea,,,,Kenya,Icipe BeeFarm,,,
KINS2129-11,13325-MantispidF9,13325-MantispidF9,Neuroptera,,,,Kenya,Forest/ next to swamp,1.094,35.118,1882
KINS2119-11,13325-MantispidE11,13325-MantispidE11,Neuroptera,,,,Kenya,Laikipia/ near Euclea divinorum stand,0.044,36.976,1825
KINS2118-11,13325-MantispidE10,13325-MantispidE10,Neuroptera,,,,Kenya,Riverine woodland/ next to Tsavo River,-2.996,38.46,464
KINS2117-11,13325-MantispidE9,13325-MantispidE9,Neuroptera,,,,Kenya,just inside indigeous forest/ nr. Forest station,-0.517,37.418,1455
KINS2116-11,13325-MantispidE8,13325-MantispidE8,Neuroptera,,,,Kenya,Laikipia/ near Euclea divinorum stand,0.044,36.976,1825
KINS2115-11,13325-MantispidE7,13325-MantispidE7,Neuroptera,,,,Kenya,just inside indigeous forest/ nr. Forest station,-0.517,37.418,1455
KINS2114-11,13325-MantispidE6,13325-MantispidE6,Neuroptera,,,,Uganda,near Lake Victoria/ in house,0.416,33.206,1147
KINS2113-11,13325-MantispidE5,13325-MantispidE5,Neuroptera,,,,Kenya,low canopy riverine forest,1.536,35.458,917
KINS2112-11,13325-MantispidE4,13325-MantispidE4,Neuroptera,,,,Kenya,Nyati campsite/ nr. stream and Acacia stand,-0.652,34.324,1240
KINS2111-11,13325-MantispidE3,13325-MantispidE3,Neuroptera,,,,Kenya,nr. Sampu River/ base of Nguruman Escarpment,-1.901,36.048,753
KINS2110-11,13325-MantispidE2,13325-MantispidE2,Neuroptera,,,,Kenya,Riverine woodland/ next to Tsavo River,-2.996,38.46,464
KINS2127-11,13325-MantispidF7,13325-MantispidF7,Neuroptera,,,,Kenya,Riverine woodland/ next to Tsavo River,-2.996,38.46,464
KINS2120-11,13325-MantispidE12,13325-MantispidE12,Neuroptera,,,,Kenya,Forest/ next to swamp,1.094,35.118,1882
KINS2123-11,13325-MantispidF3,13325-MantispidF3,Neuroptera,,,,Kenya,Laikipia/ near Euclea divinorum stand,0.044,36.976,1825
KINS2126-11,13325-MantispidF6,13325-MantispidF6,Neuroptera,,,,Kenya,low canopy riverine forest,1.536,35.458,917
KINS2125-11,13325-MantispidF5,13325-MantispidF5,Neuroptera,,,,Kenya,low canopy riverine forest,1.536,35.458,917
KINS2109-11,13325-MantispidE1,13325-MantispidE1,Neuroptera,,,,Kenya,Riverine woodland/ next to Tsavo River,-2.996,38.46,464
KINS2128-11,13325-MantispidF8,13325-MantispidF8,Neuroptera,,,,Kenya,Forest/ next to swamp,1.094,35.118,1882
KINS2124-11,13325-MantispidF4,13325-MantispidF4,Neuroptera,,,,Kenya,Laikipia/ near Euclea divinorum stand,0.044,36.976,1825
KINS2108-11,13325-MantispidD12,13325-MantispidD12,Neuroptera,,,,Kenya,Laikipia/ near Euclea divinorum stand,0.044,36.976,1825
KINS2107-11,13325-MantispidD11,13325-MantispidD11,Neuroptera,,,,Kenya,Laikipia/ near Euclea divinorum stand,0.044,36.976,1825
KINS2106-11,13325-MantispidD10,13325-MantispidD10,Neuroptera,,,,Kenya,just inside indigeous forest/ nr. Forest station,-0.517,37.418,1455
KINS2105-11,13325-MantispidD9,13325-MantispidD9,Neuroptera,,,,Kenya,Laikipia/ near Euclea divinorum stand,0.044,36.976,1825
KINS2104-11,13325-MantispidD8,13325-MantispidD8,Neuroptera,,,,Kenya,Forest/ next to swamp,1.094,35.118,1882
KINS2121-11,13325-MantispidF1,13325-MantispidF1,Neuroptera,,,,Kenya,near lake/ in house,-0.432,34.206,1150
KINS2103-11,13325-MantispidD7,13325-MantispidD7,Neuroptera,,,,Kenya,just inside indigeous forest/ nr. Forest station,-0.517,37.418,1455
KINS2122-11,13325-MantispidF2,13325-MantispidF2,Neuroptera,,,,Kenya,Laikipia/ near Euclea divinorum stand,0.044,36.976,1825
KINS3131-12,NMK-ENTO 1865,NMK-ENTO 1865,Mantodea,,,,Kenya,Mchelelo,-1.5259,40.082,
KINS3141-12,NMK-ENTO 1875,NMK-ENTO 1875,Hemiptera,Maraenaspis,Maraenaspis sp.,,Kenya,Mchelelo,-1.5259,40.082,
KINS3142-12,NMK-ENTO 1876,NMK-ENTO 1876,Hemiptera,Maraenaspis,Maraenaspis sp.,,Kenya,Mchelelo,-1.5259,40.082,
KINS3140-12,NMK-ENTO 1874,NMK-ENTO 1874,Hemiptera,Maraenaspis,Maraenaspis sp.,,Kenya,Mchelelo,-1.5259,40.082,
KINS3138-12,NMK-ENTO 1872,NMK-ENTO 1872,Hemiptera,Maraenaspis,Maraenaspis sp.,,Kenya,Mchelelo,-1.5259,40.082,
KINS5265-13,IRES5523,IRES5523,Osteoglossiformes,Marcusenius,Marcusenius macrolepidotus,,Kenya,Lake Moa,-2.3652,40.3059,2
KINS5264-13,IRES5521,IRES5521,Osteoglossiformes,Marcusenius,Marcusenius macrolepidotus,,Kenya,Lake Moa,-2.3652,40.3059,2
KINS5263-13,IRES5491,IRES5491,Osteoglossiformes,Marcusenius,Marcusenius macrolepidotus,,Kenya,Lake Moa,-2.3652,40.3059,2
KINS4945-13,14048-T H1835,14048-T H1835,Lamiales,Markhamia,Markhamia luteo,,Kenya,Kipusi,3.478,38.379,878
KINS4946-13,14048-T H1836,14048-T H1836,Lamiales,Markhamia,Markhamia luteo,,Kenya,Kipusi,3.478,38.379,878
KINS4944-13,14048-T H1834,14048-T H1834,Lamiales,Markhamia,Markhamia luteo,,Kenya,Kipusi,3.478,38.379,878
KINS4943-13,14048-T H1833,14048-T H1833,Lamiales,Markhamia,Markhamia luteo,,Kenya,Kipusi,3.478,38.379,878
KINS4947-13,14048-T H1837,14048-T H1837,Lamiales,Markhamia,Markhamia luteo,,Kenya,Kipusi,3.478,38.379,878
KINS5260-13,IRES1845,IRES1845,Synbranchiformes,Mastacembelus,Mastacembelus frenatus,,Kenya,Bumala bridge,-0.38374,34.1461,1161
KINS5259-13,IRE5303,IRE5303,Synbranchiformes,Mastacembelus,Mastacembelus frenatus,,Kenya,Nyamasaria,-0.13575,34.7572,1148
KINS5262-13,IRES1666,IRES1666,Synbranchiformes,Mastacembelus,Mastacembelus frenatus,,Kenya,Konyango,-0.6875,34.539,1331
KINS5261-13,IRES1615,IRES1615,Synbranchiformes,Mastacembelus,Mastacembelus frenatus,,Kenya,Siranga,0.17353,34.226,1171
KINS3228-12,NMK-ENTO 1975,NMK-ENTO 1975,Hemiptera,Mecidea,Mecidea sp.,,Kenya,Mchelelo,-1.5259,40.082,
KINS4988-13,14048-T H1878,14048-T H1878,Sapindales,Melia,Melia azandricta,,Kenya,Kipusi,3.478,38.379,878
KINS4992-13,14048-T H1882,14048-T H1882,Sapindales,Melia,Melia azandricta,,Kenya,Kipusi,3.478,38.379,878
KINS4991-13,14048-T H1881,14048-T H1881,Sapindales,Melia,Melia azandricta,,Kenya,Kipusi,3.478,38.379,878
KINS4990-13,14048-T H1880,14048-T H1880,Sapindales,Melia,Melia azandricta,,Kenya,Kipusi,3.478,38.379,878
KINS4989-13,14048-T H1879,14048-T H1879,Sapindales,Melia,Melia azandricta,,Kenya,Kipusi,3.478,38.379,878
KINS4974-13,14048-T H1864,14048-T H1864,Sapindales,Melia,Melia volkensii,,Kenya,Kipusi,3.478,38.379,878
KINS4976-13,14048-T H1866,14048-T H1866,Sapindales,Melia,Melia volkensii,,Kenya,Kipusi,3.478,38.379,878
KINS4977-13,14048-T H1867,14048-T H1867,Sapindales,Melia,Melia volkensii,,Kenya,Kipusi,3.478,38.379,878
KINS4973-13,14048-T H1863,14048-T H1863,Sapindales,Melia,Melia volkensii,,Kenya,Kipusi,3.478,38.379,878
KINS4975-13,14048-T H1865,14048-T H1865,Sapindales,Melia,Melia volkensii,,Kenya,Kipusi,3.478,38.379,878
KINS4003-13,14383-Ferr02B06,14383-Ferr02B06,Hymenoptera,Meliponula,Meliponula ferruginea,,Kenya,Homesteads,0.27835,34.962,1693
KINS3994-13,14383-FerbA09,14383-FerbA09,Hymenoptera,Meliponula,Meliponula ferruginea,,Kenya,Homesteads,0.15658,34.8994,1639
KINS3995-13,14383-FerbA10,14383-FerbA10,Hymenoptera,Meliponula,Meliponula ferruginea,,Kenya,Homesteads,0.15658,34.8994,1639
KINS3996-13,14383-FerbA11,14383-FerbA11,Hymenoptera,Meliponula,Meliponula ferruginea,,Kenya,Homesteads,0.15658,34.8994,1639
KINS3997-13,14383-FerbA12,14383-FerbA12,Hymenoptera,Meliponula,Meliponula ferruginea,,Kenya,Homesteads,0.15658,34.8994,1639
KINS3998-13,14383-FerrB01,14383-FerrB01,Hymenoptera,Meliponula,Meliponula ferruginea,,Kenya,Homesteads,0.15658,34.8994,1639
KINS3999-13,14383-Ferr02B02,14383-Ferr02B02,Hymenoptera,Meliponula,Meliponula ferruginea,,Kenya,Homesteads,0.15658,34.8994,1639
KINS4000-13,14383-Ferr02B03,14383-Ferr02B03,Hymenoptera,Meliponula,Meliponula ferruginea,,Kenya,Homesteads,0.27835,34.962,1693
KINS4001-13,14383-Ferr02B04,14383-Ferr02B04,Hymenoptera,Meliponula,Meliponula ferruginea,,Kenya,Homesteads,0.27835,34.962,1693
KINS4002-13,14383-Ferr02B05,14383-Ferr02B05,Hymenoptera,Meliponula,Meliponula ferruginea,,Kenya,Homesteads,0.27835,34.962,1693
KINS3992-13,14383-FerbA07,14383-FerbA07,Hymenoptera,Meliponula,Meliponula ferruginea,Meliponula ferruginea black,Kenya,Isecheno forest block,0.27835,34.962,1693
KINS2181-11,13670-MembracidE4,13670-MembracidE4,Hemiptera,,,,Kenya,nr. artificial pond/ grass/ shrubland,-4.22752,39.432,335
KINS2302-11,13671-MembracidH11,13671-MembracidH11,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2301-11,13671-MembracidH10,13671-MembracidH10,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2300-11,13671-MembracidH9,13671-MembracidH9,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2299-11,13671-MembracidH8,13671-MembracidH8,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2298-11,13671-MembracidH7,13671-MembracidH7,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2297-11,13671-MembracidH6,13671-MembracidH6,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2296-11,13671-MembracidH5,13671-MembracidH5,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2295-11,13671-MembracidH4,13671-MembracidH4,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2294-11,13671-MembracidH3,13671-MembracidH3,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2293-11,13671-MembracidH2,13671-MembracidH2,Hemiptera,,,,Kenya,Forest/ behind Rondo Guest Hse/ across stream,0.228,34.885,1630
KINS2292-11,13671-MembracidH1,13671-MembracidH1,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2291-11,13671-MembracidG12,13671-MembracidG12,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2290-11,13671-MembracidG11,13671-MembracidG11,Hemiptera,,,,Kenya,Forest/ behind Rondo Guest Hse/ across stream,0.228,34.885,1630
KINS2289-11,13671-MembracidG10,13671-MembracidG10,Hemiptera,,,,Kenya,Forest/ behind Rondo Guest Hse/ across stream,0.228,34.885,1630
KINS2288-11,13671-MembracidG9,13671-MembracidG9,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2287-11,13671-MembracidG8,13671-MembracidG8,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2286-11,13671-MembracidG7,13671-MembracidG7,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2285-11,13671-MembracidG6,13671-MembracidG6,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2284-11,13671-MembracidG5,13671-MembracidG5,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2283-11,13671-MembracidG4,13671-MembracidG4,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2282-11,13671-MembracidG3,13671-MembracidG3,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2281-11,13671-MembracidG2,13671-MembracidG2,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2280-11,13671-MembracidG1,13671-MembracidG1,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2279-11,13671-MembracidF12,13671-MembracidF12,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2278-11,13671-MembracidF11,13671-MembracidF11,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2277-11,13671-MembracidF10,13671-MembracidF10,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2276-11,13671-MembracidF9,13671-MembracidF9,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2275-11,13671-MembracidF8,13671-MembracidF8,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2274-11,13671-MembracidF7,13671-MembracidF7,Hemiptera,,,,Kenya,road to Marich pass,,,
KINS2273-11,13671-MembracidF6,13671-MembracidF6,Hemiptera,,,,Kenya,near lake/ amid trees and grass,-0.61325,34.0891,1127
KINS2272-11,13671-MembracidF5,13671-MembracidF5,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2271-11,13671-MembracidF4,13671-MembracidF4,Hemiptera,,,,Kenya,road to Marich pass,,,
KINS2270-11,13671-MembracidF3,13671-MembracidF3,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2269-11,13671-MembracidF2,13671-MembracidF2,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2268-11,13671-MembracidF1,13671-MembracidF1,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2267-11,13671-MembracidE12,13671-MembracidE12,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2266-11,13671-MembracidE11,13671-MembracidE11,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2265-11,13671-MembracidE10,13671-MembracidE10,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2264-11,13671-MembracidE9,13671-MembracidE9,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2263-11,13671-MembracidE8,13671-MembracidE8,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2262-11,13671-MembracidE7,13671-MembracidE7,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2261-11,13671-MembracidE6,13671-MembracidE6,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2260-11,13671-MembracidE5,13671-MembracidE5,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2259-11,13671-MembracidE4,13671-MembracidE4,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2258-11,13671-MembracidE3,13671-MembracidE3,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2257-11,13671-MembracidE2,13671-MembracidE2,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2256-11,13671-MembracidE1,13671-MembracidE1,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2255-11,13671-MembracidD12,13671-MembracidD12,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2254-11,13671-MembracidD11,13671-MembracidD11,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2253-11,13671-MembracidD10,13671-MembracidD10,Hemiptera,,,,Kenya,Acacia xanthophloea woodland,-0.351,36.058,1796
KINS2252-11,13671-MembracidD9,13671-MembracidD9,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2251-11,13671-MembracidD8,13671-MembracidD8,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2250-11,13671-MembracidD7,13671-MembracidD7,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2249-11,13671-MembracidD6,13671-MembracidD6,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2248-11,13671-MembracidD5,13671-MembracidD5,Hemiptera,,,,Kenya,Forest/ behind Rondo Guest Hse/ across stream,0.228,34.885,1630
KINS2247-11,13671-MembracidD4,13671-MembracidD4,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2246-11,13671-MembracidD3,13671-MembracidD3,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2245-11,13671-MembracidD2,13671-MembracidD2,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2244-11,13671-MembracidD1,13671-MembracidD1,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2243-11,13671-MembracidC12,13671-MembracidC12,Hemiptera,,,,Kenya,Forest/ near Isecheno Forest Station,0.236,34.864,1550
KINS2242-11,13671-MembracidC11,13671-MembracidC11,Hemiptera,,,,Kenya,Ol Donyo Wuas/ Acacia tortilis woodland,-2.502,37.753,1200
KINS2241-11,13671-MembracidC10,13671-MembracidC10,Hemiptera,,,,Kenya,Ol Donyo Wuas/ Acacia tortilis woodland,-2.502,37.753,1200
