IDRC Kenya,,Project: ,,,,,,,,,
09-May-2019,,Created : ,,,,,,,,,
Process ID,Sample ID,Sample ID,Order,Genus,Species,Subspecies,Country/Ocean,Exact Site,Lat,Lon,Elev
KFISH161-10,LVB-271,LVB-271,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Shinyerere River/ Maili saba-saiwa Bridge,1.08651,35.1081,1862
KFISH160-10,LVB-343,LVB-343,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Nzoia River/ Ainomaget Bridge,1.02415,35.1629,1806
KFISH159-10,LVB-342,LVB-342,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Nzoia River/ Ainomaget Bridge,1.02415,35.1629,1806
KFISH158-10,LVB-341,LVB-341,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Nzoia River/ Ainomaget Bridge,1.02415,35.1629,1806
KFISH157-10,LVB-340,LVB-340,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Nzoia River/ Ainomaget Bridge,1.02415,35.1629,1806
KFISH156-10,LVB-339,LVB-339,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Nzoia River/ Ainomaget Bridge,1.02415,35.1629,1806
KFISH155-10,LVB-338,LVB-338,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Nzoia River/ Ainomaget Bridge,1.02415,35.1629,1806
KFISH102-10,LVB-155,LVB-155,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH103-10,LVB-156,LVB-156,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH104-10,LVB-157,LVB-157,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH105-10,LVB-158,LVB-158,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH106-10,LVB-159,LVB-159,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH107-10,LVB-160,LVB-160,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH153-10,LVB-336,LVB-336,Cypriniformes,Enteromius,Enteromius neumayeri,,Kenya,Nzoia River/ Ainomaget Bridge,1.02415,35.1629,1806
KFISH259-10,FW-3446-138,FW-3446-138,Cypriniformes,Enteromius,Enteromius paludinosus,,Kenya,Athi River/ Kinania,-1.41237,37.0101,
KFISH258-10,FW-3446-136,FW-3446-136,Cypriniformes,Enteromius,Enteromius paludinosus,,Kenya,Athi River/ Kinania,-1.41235,37.0101,
KFISH236-10,FW-3406-92,FW-3406-92,Cypriniformes,Enteromius,Enteromius paludinosus,,Kenya,Ewaso Narok River/ 1km from confluence with Ewaso Nyiro,0.52567,36.8629,
KFISH223-10,FW-3412-66,FW-3412-66,Cypriniformes,Enteromius,Enteromius paludinosus,,Kenya,Ewaso Nyiro River/ Mpala ranch campsite,0.28363,36.9116,
KFISH080-10,LVB-118,LVB-118,Cypriniformes,Enteromius,Enteromius paludinosus,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH081-10,LVB-119,LVB-119,Cypriniformes,Enteromius,Enteromius paludinosus,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH224-10,FW-3412-68,FW-3412-68,Cypriniformes,Enteromius,Enteromius paludinosus,,Kenya,Ewaso Nyiro River/ Mpala ranch campsite,0.28365,36.9116,
KFISH225-10,FW-3412-70,FW-3412-70,Cypriniformes,Enteromius,Enteromius paludinosus,,Kenya,Ewaso Nyiro River/ Mpala ranch campsite,0.28367,36.9116,
KFISH232-10,FW-3408-84,FW-3408-84,Cypriniformes,Enteromius,Enteromius paludinosus,,Kenya,Ewaso Narok River/ confluence with Ewaso Nyiro,0.53068,36.1294,
KFISH079-10,LVB-117,LVB-117,Cypriniformes,Enteromius,Enteromius paludinosus,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH260-10,FW-3446-140,FW-3446-140,Cypriniformes,Enteromius,Enteromius paludinosus,,Kenya,Athi River/ Kinania,-1.41238,37.0101,
KFISH230-10,FW-3390-80,FW-3390-80,Cypriniformes,Garra,Garra cf. dembeensis,,Kenya,Ewaso Narok River/ confluence with Ewaso Nyiro,0.53065,36.1294,
KFISH218-10,FW-3384-56,FW-3384-56,Cypriniformes,Garra,Garra cf. dembeensis,,Kenya,Ewaso Nyiro River/ confluence with Nanyuki River,0.35648,36.9253,
KFISH219-10,FW-3384-58,FW-3384-58,Cypriniformes,Garra,Garra cf. dembeensis,,Kenya,Ewaso Nyiro River/ confluence with Nanyuki River,0.3565,36.9253,
KFISH220-10,FW-3384-60,FW-3384-60,Cypriniformes,Garra,Garra cf. dembeensis,,Kenya,Ewaso Nyiro River/ confluence with Nanyuki River,0.35652,36.9253,
KFISH563-11,Tana 01047,Tana 01047,Cypriniformes,Garra,Garra dembeensis,,Kenya,Umani water project,-2.776,38.521,999
KFISH561-11,Tana 01043,Tana 01043,Cypriniformes,Garra,Garra dembeensis,,Kenya,Umani water project,-2.776,38.521,999
KFISH562-11,Tana 01045,Tana 01045,Cypriniformes,Garra,Garra dembeensis,,Kenya,Umani water project,-2.776,38.521,999
KFISH277-10,FW-3389-174,FW-3389-174,Cypriniformes,Garra,Garra dembeensis,,Kenya,Murera River/ Meru National Park campsite,0.26935,38.1294,
KFISH278-10,FW-3389-176,FW-3389-176,Cypriniformes,Garra,Garra dembeensis,,Kenya,Murera River/ Meru National Park campsite,0.26937,38.1294,
KFISH564-11,Tana 01049,Tana 01049,Cypriniformes,Garra,Garra dembeensis,,Kenya,Umani water project,-2.776,38.521,999
KFISH565-11,Tana 01051,Tana 01051,Cypriniformes,Garra,Garra dembeensis,,Kenya,Umani water project,-2.776,38.521,999
KFISH533-11,Tana 01397,Tana 01397,Gobiiformes,Glossogobius,Glossogobius giuris,,Kenya,Old Tana bridge,-2.268,40.21,12
KFISH536-11,Tana 01403,Tana 01403,Gobiiformes,Glossogobius,Glossogobius giuris,,Kenya,Old Tana bridge,-2.268,40.21,12
KFISH535-11,Tana 01401,Tana 01401,Gobiiformes,Glossogobius,Glossogobius giuris,,Kenya,Old Tana bridge,-2.268,40.21,12
KFISH534-11,Tana 01399,Tana 01399,Gobiiformes,Glossogobius,Glossogobius giuris,,Kenya,Old Tana bridge,-2.268,40.21,12
KFISH340-11,MOA 00533,MOA 00533,Osteoglossiformes,Gnathonemus,,,Kenya,Moa/left of Tarda guest house,,,
KFISH341-11,MOA 00535,MOA 00535,Osteoglossiformes,Gnathonemus,,,Kenya,Moa/left of Tarda guest house,,,
KFISH343-11,MOA 00539,MOA 00539,Osteoglossiformes,Gnathonemus,,,Kenya,Moa/left of Tarda guest house,,,
KFISH344-11,MOA 00541,MOA 00541,Osteoglossiformes,Gnathonemus,,,Kenya,Moa/left of Tarda guest house,,,
KFISH345-11,MOA 00543,MOA 00543,Osteoglossiformes,Gnathonemus,,,Kenya,Moa/left of Tarda guest house,,,
KFISH342-11,MOA 00537,MOA 00537,Osteoglossiformes,Gnathonemus,,,Kenya,Moa/left of Tarda guest house,,,
KFISH097-10,LVB-150,LVB-150,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH098-10,LVB-151,LVB-151,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH099-10,LVB-152,LVB-152,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH100-10,LVB-153,LVB-153,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH133-10,LVB-245,LVB-245,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH135-10,LVB-247,LVB-247,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH134-10,LVB-246,LVB-246,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH136-10,LVB-248,LVB-248,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH137-10,LVB-249,LVB-249,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH108-10,LVB-161,LVB-161,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH131-10,LVB-243,LVB-243,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH132-10,LVB-244,LVB-244,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH138-10,LVB-250,LVB-250,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH139-10,LVB-251,LVB-251,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH109-10,LVB-162,LVB-162,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH096-10,LVB-149,LVB-149,Cichliformes,Haplochromis,Haplochromis sp.,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH323-11,MOA L10,MOA L10,Cypriniformes,Labeo,,,Kenya,Moa/left of Tarda guest house,,,
KFISH314-11,MOA L1,MOA L1,Cypriniformes,Labeo,,,Kenya,Moa/left of Tarda guest house,,,
KFISH315-11,MOA L2,MOA L2,Cypriniformes,Labeo,,,Kenya,Moa/left of Tarda guest house,,,
KFISH316-11,MOA L3,MOA L3,Cypriniformes,Labeo,,,Kenya,Moa/left of Tarda guest house,,,
KFISH317-11,MOA L4,MOA L4,Cypriniformes,Labeo,,,Kenya,Moa/left of Tarda guest house,,,
KFISH318-11,MOA L5,MOA L5,Cypriniformes,Labeo,,,Kenya,Moa/left of Tarda guest house,,,
KFISH319-11,MOA L6,MOA L6,Cypriniformes,Labeo,,,Kenya,Moa/left of Tarda guest house,,,
KFISH320-11,MOA L7,MOA L7,Cypriniformes,Labeo,,,Kenya,Moa/left of Tarda guest house,,,
KFISH321-11,MOA L8,MOA L8,Cypriniformes,Labeo,,,Kenya,Moa/left of Tarda guest house,,,
KFISH322-11,MOA L9,MOA L9,Cypriniformes,Labeo,,,Kenya,Moa/left of Tarda guest house,,,
KFISH125-10,LVB-207,LVB-207,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH120-10,LVB-202,LVB-202,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Lunyerere River/ Bridge to Chavakali,0.10719,34.6536,1445
KFISH119-10,LVB-201,LVB-201,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Lunyerere River/ Bridge to Chavakali,0.10719,34.6536,1444
KFISH140-10,LVB-252,LVB-252,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH141-10,LVB-253,LVB-253,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH142-10,LVB-254,LVB-254,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH143-10,LVB-255,LVB-255,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH144-10,LVB-256,LVB-256,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH145-10,LVB-257,LVB-257,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH146-10,LVB-258,LVB-258,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH147-10,LVB-259,LVB-259,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH148-10,LVB-260,LVB-260,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH149-10,LVB-261,LVB-261,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH118-10,LVB-200,LVB-200,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Lunyerere River/ Bridge to Chavakali,0.10719,34.6536,1443
KFISH117-10,LVB-170,LVB-170,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH116-10,LVB-169,LVB-169,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH115-10,LVB-168,LVB-168,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH114-10,LVB-167,LVB-167,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Old-new bridge,0.08528,34.5423,1388
KFISH122-10,LVB-204,LVB-204,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH123-10,LVB-205,LVB-205,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH124-10,LVB-206,LVB-206,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH039-10,LVB-060,LVB-060,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH038-10,LVB-059,LVB-059,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH037-10,LVB-052,LVB-052,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH173-10,LVB-297,LVB-297,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Shinyerere River/ Maili saba-saiwa Bridge,1.08651,35.1081,1862
KFISH174-10,LVB-298,LVB-298,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Shinyerere River/ Maili saba-saiwa Bridge,1.08651,35.1081,1862
KFISH175-10,LVB-299,LVB-299,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Shinyerere River/ Maili saba-saiwa Bridge,1.08651,35.1081,1862
KFISH176-10,LVB-300,LVB-300,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Shinyerere River/ Maili saba-saiwa Bridge,1.08651,35.1081,1862
KFISH177-10,LVB-301,LVB-301,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Shinyerere River/ Maili saba-saiwa Bridge,1.08651,35.1081,1862
KFISH036-10,LVB-051,LVB-051,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH035-10,LVB-050,LVB-050,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH034-10,LVB-049,LVB-049,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH033-10,LVB-048,LVB-048,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH126-10,LVB-208,LVB-208,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH127-10,LVB-209,LVB-209,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH130-10,LVB-212,LVB-212,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH129-10,LVB-211,LVB-211,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH128-10,LVB-210,LVB-210,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH032-10,LVB-047,LVB-047,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH031-10,LVB-046,LVB-046,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH030-10,LVB-045,LVB-045,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH029-10,LVB-044,LVB-044,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH028-10,LVB-043,LVB-043,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH027-10,LVB-042,LVB-042,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH026-10,LVB-041,LVB-041,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH025-10,LVB-040,LVB-040,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH024-10,LVB-039,LVB-039,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Awach-seme River/ Kisumu-Bondo bridge,-0.066977,34.6663,1203
KFISH023-10,LVB-038,LVB-038,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kisian River/ near Kisumu-Busia bridge,-0.066977,34.6663,1185
KFISH022-10,LVB-037,LVB-037,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH021-10,LVB-036,LVB-036,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH020-10,LVB-035,LVB-035,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH121-10,LVB-203,LVB-203,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Yala River/ Chavakali bridge,0.15946,34.7443,1418
KFISH019-10,LVB-034,LVB-034,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH018-10,LVB-033,LVB-033,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH017-10,LVB-032,LVB-032,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH016-10,LVB-029,LVB-029,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH015-10,LVB-024,LVB-024,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH014-10,LVB-022,LVB-022,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH013-10,LVB-019,LVB-019,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH012-10,LVB-012,LVB-012,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH011-10,LVB-011,LVB-011,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH010-10,LVB-010,LVB-010,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH009-10,LVB-009,LVB-009,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH008-10,LVB-008,LVB-008,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH007-10,LVB-007,LVB-007,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH006-10,LVB-006,LVB-006,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH005-10,LVB-005,LVB-005,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH004-10,LVB-004,LVB-004,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH003-10,LVB-003,LVB-003,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH002-10,LVB-002,LVB-002,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH001-10,LVB-001,LVB-001,Cypriniformes,Labeobarbus,Labeobarbus altianalis,,Kenya,Kibos River/ Kisumu-Kakamega bridge,-0.07102,34.815,1180
KFISH211-10,FW-3415-42,FW-3415-42,Cypriniformes,Labeobarbus,Labeobarbus oxyrhynchus,,Kenya,Ewaso Nyiro River/ confluence with Nanyuki River,0.35637,36.9252,
KFISH226-10,FW-3412-72,FW-3412-72,Cypriniformes,Labeobarbus,Labeobarbus oxyrhynchus,,Kenya,Ewaso Nyiro River/ Mpala ranch campsite,0.28368,36.9116,
KFISH198-10,FW-3438-16,FW-3438-16,Cypriniformes,Labeobarbus,Labeobarbus oxyrhynchus,,Kenya,Bwatherongi/ Dam/ Meru National Park,0.30593,38.2421,
KFISH200-10,FW-3429-20,FW-3429-20,Cypriniformes,Labeobarbus,Labeobarbus oxyrhynchus,,Kenya,Kathithi River/ outside Meru National Park,0.25893,38.1128,
KFISH212-10,FW-3415-44,FW-3415-44,Cypriniformes,Labeobarbus,Labeobarbus oxyrhynchus,,Kenya,Ewaso Nyiro River/ confluence with Nanyuki River,0.35638,36.9252,
KFISH196-10,FW-3438-12,FW-3438-12,Cypriniformes,Labeobarbus,Labeobarbus oxyrhynchus,,Kenya,Bwatherongi/ Dam/ Meru National Park,0.3059,38.2421,
KFISH210-10,FW-3415-40,FW-3415-40,Cypriniformes,Labeobarbus,Labeobarbus oxyrhynchus,,Kenya,Ewaso Nyiro River/ confluence with Nanyuki River,0.35635,36.9251,
KFISH227-10,FW-3412-74,FW-3412-74,Cypriniformes,Labeobarbus,Labeobarbus oxyrhynchus,,Kenya,Ewaso Nyiro River/ Mpala ranch campsite,0.2837,36.9116,
KFISH231-10,FW-3432-82,FW-3432-82,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,Ewaso Narok River/ confluence with Ewaso Nyiro,0.53067,36.1294,
KFISH213-10,FW-3418-46,FW-3418-46,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,Ewaso Nyiro River/ confluence with Nanyuki River,0.3564,36.9252,
KFISH244-10,FW-3452-108,FW-3452-108,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,Ewaso Nyiro River/ below dam/ Mpala ranch,0.31938,36.9095,
KFISH216-10,FW-3418-52,FW-3418-52,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,Ewaso Nyiro River/ confluence with Nanyuki River,0.35645,36.9252,
KFISH217-10,FW-3418-54,FW-3418-54,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,Ewaso Nyiro River/ confluence with Nanyuki River,0.35647,36.9253,
KFISH298-11,LOB 13,LOB 13,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,L. Bogoria Hotel Spring,,,984
KFISH296-11,LOB 11,LOB 11,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,L. Bogoria Hotel Spring,,,984
KFISH252-10,FW-3439-124,FW-3439-124,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,Athi River/ Kinania,-1.41225,37.01,
KFISH253-10,FW-3439-126,FW-3439-126,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,Athi River/ Kinania,-1.41227,37.01,
KFISH254-10,FW-3439-128,FW-3439-128,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,Athi River/ Kinania,-1.41228,37.01,
KFISH295-11,LOB 10,LOB 10,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,L. Bogoria Hotel Spring,,,984
KFISH195-10,FW-3455-10,FW-3455-10,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,Bwatherongi/ Dam/ Meru National Park,0.30588,38.2421,
KFISH235-10,FW-3413-90,FW-3413-90,Cypriniformes,Labeo,Labeo cylindricus,,Kenya,Ewaso Narok River/ 1km from confluence with Ewaso Nyiro,0.52565,36.8629,
KFISH479-11,Tana 00853,Tana 00853,Cypriniformes,Labeo,Labeo gregorii,,Kenya,Old Tana bridge,-2.268,40.21,12
KFISH478-11,Tana 00851,Tana 00851,Cypriniformes,Labeo,Labeo gregorii,,Kenya,Old Tana bridge,-2.268,40.21,12
KFISH477-11,Tana 00849,Tana 00849,Cypriniformes,Labeo,Labeo gregorii,,Kenya,Old Tana bridge,-2.268,40.21,12
KFISH549-11,Tana 01269,Tana 01269,Cypriniformes,Labeo,Labeo gregorii,,Kenya,Lake Moa near village,-2.366,40.315,1
KFISH547-11,Tana 01265,Tana 01265,Cypriniformes,Labeo,Labeo gregorii,,Kenya,Lake Moa near village,-2.366,40.315,1
KFISH476-11,Tana 00847,Tana 00847,Cypriniformes,Labeo,Labeo gregorii,,Kenya,Old Tana bridge,-2.268,40.21,12
KFISH548-11,Tana 01267,Tana 01267,Cypriniformes,Labeo,Labeo gregorii,,Kenya,Lake Moa near village,-2.366,40.315,1
