<trainsetNo>1</trainsetNo><version>null</version><modversion>null</modversion><file>wordConditionalProbIndexArr</file>
0	0
1	1510
2	3213
3	13529
4	14319
5	17558
6	20147
7	21793
8	22581
9	42462
10	42739
11	47646
12	47809
13	49051
14	49683
15	49911
16	50433
17	52598
18	56178
19	57388
20	58808
21	66244
22	69992
23	71018
24	84022
25	87524
26	87958
27	88303
28	88831
29	90329
30	91169
31	91314
32	94678
33	113794
34	114656
35	116525
36	117107
37	117816
38	118873
39	119064
40	120942
41	130592
42	131235
43	131852
44	132072
45	132384
46	132537
47	132606
48	132879
49	133940
50	134480
51	134690
52	135693
53	136319
54	137056
55	137204
56	138646
57	139066
58	139195
59	139245
60	139308
61	139598
62	139928
63	139982
64	140698
65	142551
66	143704
67	144006
68	144930
69	146302
70	149688
71	150250
72	152013
73	153614
74	153754
75	153870
76	154159
77	155427
78	156585
79	156666
80	158977
81	164594
82	166829
83	168051
84	175103
85	179406
86	199794
87	201515
88	203442
89	204754
90	204977
91	205220
92	205515
93	220369
94	221129
95	221295
96	222961
97	224424
98	227741
99	228569
100	230569
101	230822
102	231187
103	231255
104	231385
105	256852
106	260623
107	265456
108	265790
109	265909
110	265990
111	266501
112	267030
113	268144
114	268551
115	268759
116	270257
117	271070
118	274485
119	274743
120	275540
121	275634
122	275679
123	275748
124	275843
125	280500
126	280653
127	280698
128	281830
129	291553
130	294248
131	296941
132	302735
133	303110
134	304094
135	304735
136	304876
137	305232
138	305421
139	305781
140	306969
141	307221
142	307619
143	307686
144	307824
145	308398
146	310670
147	310827
148	311266
149	311630
150	312798
151	312969
152	313982
153	314121
154	314647
155	314760
156	314857
157	316678
158	317880
159	317934
160	318281
161	327673
162	327843
163	329500
164	329612
165	330124
166	330963
167	331667
168	331881
169	332502
170	332739
171	333587
172	333683
173	333782
174	333907
175	334037
176	334133
177	334356
178	334590
179	334893
180	335150
181	335423
182	335655
183	335857
184	336159
185	336186
186	336228
187	336286
188	336324
189	336547
190	336689
191	336757
192	337226
193	337939
194	338318
195	338568
196	339069
197	339500
198	339838
199	340068
200	340258
201	340406
202	340477
203	340559
204	340605
205	341480
206	341691
207	341737
208	343320
209	343948
210	344515
211	344885
212	345314
213	346080
214	346714
215	346928
216	347500
217	347650
218	347708
219	347791
220	347845
221	349141
222	349334
223	349369
224	350055
225	351267
226	351793
227	352506
228	352805
229	353323
230	353510
231	353825
232	353897
233	358996
234	359594
235	360719
236	360806
237	360976
238	361013
239	361065
240	361171
241	361848
242	362098
243	362745
244	366083
245	366871
246	367271
247	368118
248	370909
249	370979
250	371025
251	371792
252	372291
253	373109
254	373329
255	373715
256	382097
257	384589
258	386825
259	387206
260	387724
261	455514
262	467849
263	468718
264	470997
265	471402
266	471734
267	471831
268	471948
269	489980
270	492855
271	493100
272	494221
273	502643
274	506152
275	507709
276	516006
277	527682
278	531745
279	542015
280	543546
281	545488
282	545878
283	546163
284	548589
285	552178
286	555320
287	556953
288	557915
289	559455
290	561070
291	561399
292	561882
293	562345
294	563508
295	563662
296	563835
297	565937
298	566669
299	567627
300	567739
301	567957
302	568323
303	568358
304	568553
305	572862
306	594193
307	595593
308	596440
309	599541
310	620217
311	620877
312	621912
313	622298
314	622961
315	623133
316	623166
317	631953
318	654695
319	655128
320	660015
321	663953
322	671206
323	671558
324	673259
325	675377
326	680098
327	681293
328	682578
329	684113
330	684471
331	684614
332	684962
333	688625
334	692644
335	693324
336	694820
337	735475
338	793881
339	798031
340	809717
341	843183
342	862758
343	864098
344	869118
345	871869
346	872120
347	872914
348	873092
349	878420
350	881009
351	881174
352	882211
353	884669
354	916054
355	916270
356	929538
357	929817
358	930046
359	930112
360	930178
361	930818
362	934319
363	934504
364	936055
365	936290
366	936448
367	936482
368	936640
369	949445
370	955715
371	957518
372	959378
373	960942
374	966424
375	967453
376	967727
377	968002
378	968147
379	968291
380	968329
381	969562
382	972618
383	972769
384	973710
385	976546
386	977381
387	977692
388	977952
389	978314
390	982323
391	982637
392	990518
393	995539
394	995822
395	995919
396	996149
397	996541
398	998794
399	998894
400	1001798
401	1004856
402	1005337
403	1007705
404	1007817
405	1009021
406	1009486
407	1010930
408	1011210
409	1011402
410	1011482
411	1011891
412	1011954
413	1012167
414	1012355
415	1012527
416	1012620
417	1015058
418	1015907
419	1040658
420	1040942
421	1042271
422	1043039
423	1046288
424	1046558
425	1047797
426	1048122
427	1052975
428	1053078
429	1053290
430	1053697
431	1053909
432	1053959
433	1054147
434	1054351
435	1054589
436	1054663
437	1054976
438	1055236
439	1055474
440	1055576
441	1055926
442	1056102
443	1056162
444	1056226
445	1056791
446	1057512
447	1057677
448	1057907
449	1060747
450	1062506
451	1062984
452	1063698
453	1068121
454	1068824
455	1069393
456	1070589
457	1070818
458	1071075
459	1071168
460	1071257
461	1072497
462	1073084
463	1073193
464	1073998
465	1081286
466	1090612
467	1092466
468	1098149
469	1104961
470	1107796
471	1109039
472	1110844
473	1111433
474	1111606
475	1112247
476	1112419
477	1113662
478	1114089
479	1114525
480	1115130
481	1115544
482	1115702
483	1115780
484	1115906
485	1116018
486	1116158
487	1116200
488	1116252
489	1116313
490	1116386
491	1116414
492	1116489
493	1116521
494	1116567
495	1116605
496	1116707
497	1119296
498	1121736
499	1127620
500	1129765
501	1130899
502	1132453
503	1138342
504	1138519
505	1138589
506	1138643
507	1139348
508	1139381
509	1140133
510	1141028
511	1142335
512	1143402
513	1143855
514	1145132
515	1145988
516	1154975
517	1157740
518	1159227
519	1159607
520	1160863
521	1162546
522	1163269
523	1164076
524	1166185
525	1166635
526	1166780
527	1166804
528	1172870
529	1173078
530	1185327
531	1185518
532	1185660
533	1188019
534	1190612
535	1190843
536	1191873
537	1192229
538	1192814
539	1193003
540	1193087
541	1193289
542	1193382
543	1193416
544	1193583
545	1193742
546	1193892
547	1194016
548	1194316
549	1194444
550	1194552
551	1194603
552	1194771
553	1210346
554	1216293
555	1222305
556	1223246
557	1223326
558	1223359
559	1223375
560	1224657
561	1224870
562	1231819
563	1231865
564	1231950
565	1232373
566	1232625
567	1232704
568	1232839
569	1232940
570	1232979
571	1233015
572	1233030
573	1233187
574	1233236
575	1233264
576	1233359
577	1233701
578	1234296
579	1234356
580	1234590
581	1236287
582	1242004
583	1242778
584	1242995
585	1243259
586	1243427
587	1243507
588	1243542
589	1243883
590	1244096
591	1244114
592	1244457
593	1244851
594	1245285
595	1245492
596	1245720
597	1247412
598	1251084
599	1251398
600	1251800
601	1251970
602	1252131
603	1252292
604	1252373
605	1252873
606	1253067
607	1253091
608	1254127
609	1254243
610	1254468
611	1254503
612	1254601
613	1254649
614	1255801
615	1255838
616	1255890
617	1258934
618	1260753
619	1262264
620	1262490
621	1262541
622	1262599
623	1262604
624	1262766
625	1264565
626	1265502
627	1265566
628	1265905
629	1266197
630	1268707
631	1268742
632	1268978
633	1269000
634	1269034
635	1269062
636	1269091
637	1269347
638	1269893
639	1269902
640	1270118
641	1276448
642	1278648
643	1280051
644	1280718
645	1280823
646	1281104
647	1281198
648	1281261
649	1281528
650	1282045
651	1282287
652	1284200
653	1284268
654	1284424
655	1284450
656	1284479
657	1284638
658	1285360
659	1285431
660	1285660
661	1285850
662	1286400
663	1286484
664	1287239
665	1287361
666	1287780
667	1287867
668	1288535
669	1288643
670	1288850
671	1288856
672	1289025
673	1289383
674	1289604
675	1290003
676	1290038
677	1290204
678	1290463
679	1290666
680	1290727
681	1291665
682	1292405
683	1293636
684	1294384
685	1294438
686	1294527
687	1294586
688	1294601
689	1294661
690	1294798
691	1294874
692	1295022
693	1295137
694	1295242
695	1295321
696	1295586
697	1295617
698	1295666
699	1295698
700	1295838
701	1295884
702	1296007
703	1296056
704	1296291
705	1296407
706	1296571
707	1296723
708	1296830
709	1297211
710	1297421
711	1297653
712	1297704
713	1297779
714	1298059
715	1298165
716	1298203
717	1298678
718	1298733
719	1298743
720	1298830
721	1298928
722	1299184
723	1299323
724	1299391
725	1299707
726	1299981
727	1300038
728	1300214
729	1300269
730	1300453
731	1300549
732	1300590
733	1301068
734	1301135
735	1301152
736	1301251
737	1301339
738	1301387
739	1301694
740	1301727
741	1301762
742	1301820
743	1302076
744	1302104
745	1302796
746	1303198
747	1303744
748	1303843
749	1303889
750	1303913
751	1303935
752	1303978
753	1304326
754	1304740
755	1304915
756	1305137
757	1305316
758	1305506
759	1305749
760	1305955
761	1305994
762	1306035
763	1306117
764	1306164
765	1307049
766	1307295
767	1307401
768	1307952
769	1308662
770	1309258
771	1309388
772	1309609
773	1321735
774	1322849
775	1323114
776	1323512
777	1323793
778	1323992
779	1324056
780	1324099
781	1334820
782	1335223
783	1335474
784	1335959
785	1338363
786	1339401
787	1339843
788	1341362
789	1343276
790	1349669
791	1351162
792	1352385
793	1353432
794	1353501
795	1353765
796	1354360
797	1355154
798	1355455
799	1355937
800	1356055
801	1356352
802	1356544
803	1356587
804	1356636
805	1356753
806	1356859
807	1356887
808	1356934
809	1357775
810	1358094
811	1358356
812	1358438
813	1358550
814	1358688
815	1358709
816	1358774
817	1362946
818	1366272
819	1367480
820	1367767
821	1369912
822	1372628
823	1373130
824	1373294
825	1373612
826	1373827
827	1373982
828	1374018
829	1380370
830	1385881
831	1386631
832	1391754
833	1392234
834	1392462
835	1392573
836	1392781
837	1393287
838	1394273
839	1394499
840	1394819
841	1395194
842	1395275
843	1395346
844	1395396
845	1395644
846	1396068
847	1396143
848	1396471
849	1406186
850	1407247
851	1409125
852	1409718
853	1418196
854	1425620
855	1425926
856	1427429
857	1428399
858	1428477
859	1428984
860	1429076
861	1431519
862	1432205
863	1432269
864	1432789
865	1433390
866	1442261
867	1442319
868	1455218
869	1455267
870	1455352
871	1455370
872	1455391
873	1456549
874	1458055
875	1458396
876	1460740
877	1460797
878	1460883
879	1460898
880	1460976
881	1462489
882	1464492
883	1464946
884	1465152
885	1465628
886	1467065
887	1467223
888	1467331
889	1467389
890	1467500
891	1467561
892	1467585
893	1468780
894	1471595
895	1471825
896	1473553
897	1475011
898	1475869
899	1475950
900	1476192
901	1476314
902	1476892
903	1477012
904	1478177
905	1481120
906	1481272
907	1481291
908	1481322
909	1481594
910	1481726
911	1481782
912	1482641
913	1483752
914	1483983
915	1484947
916	1484990
917	1485200
918	1485616
919	1485952
920	1486000
921	1487038
922	1487105
923	1487291
924	1487309
925	1487394
926	1487499
927	1487615
928	1487658
929	1488202
930	1488460
931	1493399
932	1493443
933	1493649
934	1493724
935	1494284
936	1494321
937	1494959
938	1495067
939	1496111
940	1496144
941	1496222
942	1496302
943	1496386
944	1496419
945	1496766
946	1496827
947	1496920
948	1496992
949	1497046
950	1497129
951	1497203
952	1497233
953	1497326
954	1497337
955	1497359
956	1497396
957	1497674
958	1498248
959	1498408
960	1499115
961	1500228
962	1500577
963	1500705
964	1501242
965	1502412
966	1502614
967	1502757
968	1503035
969	1503425
970	1503715
971	1503885
972	1504142
973	1505330
974	1505452
975	1505479
